;Gender;EthnicGroup;ParentEduc;LunchType;TestPrep;ParentMaritalStatus;PracticeSport;IsFirstChild;NrSiblings;TransportMeans;WklyStudyHours;MathScore;ReadingScore;WritingScore
468;female;group A;some high school;free/reduced;completed;single;sometimes;yes;0;private;> 10;56;71;70
468;male;group B;associate's degree;standard;completed;;regularly;yes;1;private;< 5;77;73;75
468;female;;associate's degree;standard;completed;married;sometimes;yes;1;school_bus;5 - 10;84;87;93
468;female;group A;bachelor's degree;standard;;divorced;sometimes;yes;1;private;5 - 10;;93;88
468;female;group B;bachelor's degree;standard;none;married;sometimes;yes;1;private;5 - 10;67;77;79
468;female;group B;high school;standard;none;divorced;sometimes;yes;1;private;< 5;43;47;43
468;female;group C;some high school;standard;none;;sometimes;no;1;school_bus;> 10;55;62;63
468;female;group A;;free/reduced;none;single;sometimes;yes;1;;5 - 10;51;60;52
468;female;group E;high school;free/reduced;completed;single;never;no;1;;< 5;54;61;59
468;female;group D;high school;free/reduced;none;married;never;yes;;;> 10;;39;34
468;female;group D;high school;standard;;married;never;yes;2;school_bus;5 - 10;67;62;66
468;female;group E;bachelor's degree;free/reduced;none;single;sometimes;yes;2;private;5 - 10;59;71;76
468;female;group C;associate's degree;free/reduced;none;single;sometimes;yes;2;school_bus;5 - 10;58;65;69
468;male;group A;bachelor's degree;free/reduced;none;married;never;no;2;private;5 - 10;60;55;58
468;male;group E;master's degree;standard;none;single;sometimes;no;2;school_bus;5 - 10;94;72;79
468;male;group C;associate's degree;standard;completed;married;sometimes;yes;2;private;5 - 10;84;86;81
468;female;group A;associate's degree;standard;none;married;regularly;no;2;private;5 - 10;94;92;92
468;female;group E;some college;free/reduced;completed;single;sometimes;no;2;school_bus;< 5;49;63;66
468;female;group A;high school;free/reduced;completed;single;regularly;yes;3;private;5 - 10;79;89;87
468;male;group D;associate's degree;standard;none;married;;yes;3;school_bus;< 5;;89;85
468;male;group D;bachelor's degree;standard;none;married;regularly;no;3;school_bus;;79;70;69
468;male;group D;high school;free/reduced;completed;married;regularly;yes;3;school_bus;> 10;67;60;62
468;female;group A;master's degree;standard;completed;single;sometimes;yes;3;private;5 - 10;57;68;73
468;male;group B;high school;standard;none;;sometimes;;4;private;5 - 10;72;71;70
468;female;group B;high school;free/reduced;completed;single;sometimes;yes;6;private;;56;75;71
468;female;group C;some college;free/reduced;none;divorced;never;yes;7;private;> 10;;77;71
469;male;group B;associate's degree;free/reduced;completed;married;never;yes;0;school_bus;< 5;51;60;53
469;female;group C;some high school;free/reduced;none;divorced;regularly;;0;school_bus;5 - 10;30;52;47
469;female;group B;associate's degree;standard;completed;single;never;yes;1;school_bus;< 5;45;62;60
469;female;group D;some college;standard;completed;married;sometimes;no;1;school_bus;5 - 10;77;83;89
469;female;group D;high school;free/reduced;none;married;sometimes;no;1;private;< 5;65;81;80
469;female;group C;;standard;completed;single;regularly;yes;1;school_bus;< 5;47;63;54
469;male;group B;some college;standard;none;divorced;never;yes;1;;> 10;83;87;82
469;male;group C;some high school;free/reduced;completed;divorced;sometimes;no;1;private;> 10;40;31;38
469;male;group C;bachelor's degree;standard;none;married;regularly;yes;1;school_bus;5 - 10;93;81;87
469;female;group C;associate's degree;standard;none;divorced;regularly;yes;1;private;< 5;67;77;74
469;male;group A;some college;free/reduced;completed;married;sometimes;no;1;;5 - 10;43;49;48
469;female;group C;associate's degree;free/reduced;none;married;regularly;no;;;5 - 10;;59;63
469;male;;some college;standard;none;married;regularly;yes;2;private;5 - 10;;75;77
469;male;group C;associate's degree;free/reduced;none;married;sometimes;yes;2;school_bus;< 5;59;68;62
469;female;group C;;standard;completed;married;;no;2;school_bus;5 - 10;75;92;90
469;female;group C;some college;standard;completed;divorced;sometimes;no;2;school_bus;5 - 10;88;85;92
469;female;group B;;standard;none;single;sometimes;yes;2;school_bus;> 10;79;77;83
469;male;group E;some high school;free/reduced;completed;married;sometimes;no;2;school_bus;< 5;63;65;63
469;male;group B;associate's degree;standard;completed;divorced;regularly;yes;3;private;> 10;75;62;60
469;male;group C;some college;standard;none;married;regularly;no;3;school_bus;5 - 10;75;69;58
469;female;;high school;free/reduced;none;married;sometimes;no;3;private;< 5;35;46;43
469;female;group E;some high school;standard;none;married;sometimes;no;3;school_bus;< 5;70;77;76
469;male;group B;associate's degree;standard;none;married;regularly;yes;3;private;< 5;62;58;55
469;male;group B;some college;standard;none;single;sometimes;yes;4;school_bus;5 - 10;42;40;37
469;male;group D;high school;standard;;married;sometimes;yes;4;private;< 5;;65;58
469;female;group A;some college;free/reduced;completed;married;sometimes;yes;4;private;> 10;87;91;90
469;female;group C;high school;standard;none;married;sometimes;no;4;school_bus;< 5;57;63;58
469;female;group D;associate's degree;standard;;married;sometimes;no;5;private;< 5;;78;78
469;female;group C;bachelor's degree;standard;none;married;sometimes;no;5;;5 - 10;67;72;74
469;male;group C;associate's degree;standard;none;single;regularly;no;5;private;5 - 10;71;59;61
47;male;group D;some college;standard;completed;divorced;regularly;yes;0;school_bus;5 - 10;98;82;86
47;male;group B;some college;standard;none;widowed;regularly;yes;0;school_bus;> 10;;54;47
47;female;group C;some college;free/reduced;completed;;sometimes;yes;0;private;5 - 10;74;81;81
47;female;group D;some college;free/reduced;completed;married;sometimes;yes;1;;5 - 10;49;63;64
47;female;group B;some college;standard;completed;married;sometimes;no;1;private;< 5;44;63;54
47;female;group D;some high school;standard;none;married;sometimes;;1;school_bus;< 5;58;75;72
47;male;group B;associate's degree;standard;completed;married;regularly;yes;1;private;< 5;69;71;67
47;male;group C;some college;standard;completed;married;regularly;no;1;private;5 - 10;78;65;68
47;male;group B;high school;standard;none;married;regularly;no;1;private;5 - 10;54;49;39
47;female;group C;high school;standard;none;single;sometimes;yes;1;private;5 - 10;57;68;62
47;male;group A;some college;free/reduced;none;divorced;regularly;yes;1;private;5 - 10;65;74;68
47;female;group C;some college;standard;completed;married;never;yes;1;school_bus;< 5;71;78;79
47;male;group C;some high school;free/reduced;none;married;sometimes;;1;private;> 10;49;51;46
47;male;group C;bachelor's degree;free/reduced;none;married;sometimes;no;1;school_bus;5 - 10;56;53;56
47;male;group D;high school;standard;none;married;sometimes;yes;;school_bus;< 5;67;58;54
47;female;group C;high school;standard;none;married;regularly;yes;;private;5 - 10;;72;77
47;male;group B;some high school;standard;completed;married;sometimes;yes;;school_bus;5 - 10;67;67;66
47;male;group C;associate's degree;standard;none;single;regularly;no;;private;5 - 10;;58;53
47;male;group C;master's degree;standard;none;divorced;regularly;yes;2;private;< 5;53;52;56
47;female;group B;some college;standard;none;married;never;no;2;;5 - 10;64;58;58
47;male;group B;high school;standard;none;married;never;yes;3;school_bus;5 - 10;71;64;59
47;male;group D;associate's degree;standard;completed;married;regularly;yes;3;private;5 - 10;83;74;80
47;female;group B;high school;standard;none;married;regularly;yes;3;school_bus;> 10;77;79;80
47;male;group E;some high school;free/reduced;none;married;regularly;yes;3;school_bus;> 10;66;67;54
47;male;group D;high school;free/reduced;none;married;regularly;yes;3;school_bus;5 - 10;52;55;51
47;female;;some high school;standard;none;married;sometimes;yes;3;private;5 - 10;62;65;69
47;male;group C;some high school;standard;none;married;never;yes;3;private;< 5;79;73;69
47;male;group C;some high school;free/reduced;none;married;regularly;no;3;school_bus;5 - 10;63;51;49
47;male;group A;;standard;completed;single;;no;4;school_bus;> 10;66;66;66
47;male;group C;associate's degree;standard;none;single;regularly;;4;school_bus;> 10;83;71;67
47;female;group D;some high school;free/reduced;completed;single;sometimes;yes;5;private;5 - 10;57;69;68
470;female;group D;high school;standard;completed;single;regularly;yes;0;school_bus;< 5;81;89;96
470;male;group E;some high school;standard;none;divorced;regularly;yes;0;school_bus;> 10;89;79;74
470;male;group C;some college;free/reduced;none;single;sometimes;yes;0;school_bus;5 - 10;72;73;66
470;female;group C;some college;free/reduced;completed;divorced;sometimes;yes;0;school_bus;< 5;37;51;55
470;male;group B;high school;free/reduced;none;divorced;regularly;yes;1;;5 - 10;73;77;72
470;female;group D;high school;standard;completed;;sometimes;yes;1;private;;56;72;74
470;female;group C;associate's degree;standard;completed;divorced;sometimes;no;1;private;5 - 10;83;85;90
470;male;group A;some high school;free/reduced;;divorced;sometimes;yes;1;private;5 - 10;45;51;50
470;female;group B;high school;standard;none;married;regularly;no;1;;5 - 10;52;61;56
470;female;group A;associate's degree;standard;completed;single;regularly;no;1;private;;67;75;73
470;male;group B;associate's degree;free/reduced;completed;divorced;regularly;no;1;private;> 10;65;64;62
470;female;group C;high school;standard;none;single;regularly;no;1;school_bus;;60;63;59
470;male;group C;some college;standard;completed;married;never;yes;1;school_bus;5 - 10;63;72;70
470;female;group C;associate's degree;free/reduced;none;single;sometimes;no;1;school_bus;< 5;61;71;70
470;male;group C;bachelor's degree;standard;none;married;sometimes;no;1;private;5 - 10;;57;57
470;male;group B;high school;standard;none;single;regularly;yes;;school_bus;< 5;;59;50
470;female;group C;some college;free/reduced;completed;married;sometimes;yes;;school_bus;;;72;68
470;male;group D;;standard;none;married;sometimes;yes;2;private;< 5;61;59;52
470;female;group C;some college;standard;completed;married;sometimes;yes;2;private;5 - 10;;96;98
470;male;group A;associate's degree;standard;none;married;regularly;yes;2;school_bus;5 - 10;72;72;62
470;male;group B;some high school;free/reduced;completed;married;sometimes;yes;2;private;5 - 10;72;76;69
470;male;group A;some college;free/reduced;none;married;regularly;yes;2;;> 10;63;63;61
470;male;group D;some college;standard;none;married;sometimes;no;3;private;> 10;52;43;40
470;male;group B;some high school;free/reduced;none;single;sometimes;no;3;private;< 5;60;66;55
470;female;group B;master's degree;standard;none;married;regularly;yes;3;school_bus;> 10;61;80;79
470;male;group C;bachelor's degree;standard;none;divorced;regularly;yes;3;private;< 5;66;64;61
470;female;group D;associate's degree;free/reduced;completed;married;never;no;4;school_bus;> 10;61;69;72
470;female;group A;;standard;completed;married;regularly;yes;4;private;5 - 10;50;66;66
470;female;group A;associate's degree;standard;none;married;sometimes;yes;5;school_bus;< 5;67;75;69
470;male;group C;high school;standard;none;married;never;yes;5;school_bus;> 10;58;60;58
470;male;group C;bachelor's degree;standard;none;married;regularly;yes;5;private;< 5;69;83;77
471;female;group B;associate's degree;standard;completed;single;sometimes;yes;0;school_bus;5 - 10;42;58;56
471;male;group B;master's degree;standard;completed;married;regularly;yes;0;school_bus;5 - 10;83;82;83
471;female;group C;high school;standard;;married;regularly;yes;0;private;< 5;;68;74
471;male;group D;high school;free/reduced;none;;sometimes;yes;1;school_bus;5 - 10;68;67;57
471;female;group D;high school;free/reduced;completed;married;regularly;yes;1;private;> 10;39;57;58
471;female;group D;high school;free/reduced;none;married;regularly;no;1;private;< 5;51;61;55
471;female;group C;some high school;free/reduced;completed;divorced;sometimes;yes;1;school_bus;< 5;31;46;46
471;female;group A;some high school;standard;completed;married;regularly;yes;1;private;< 5;58;68;71
471;male;group C;associate's degree;standard;none;married;sometimes;no;1;;< 5;72;68;67
471;male;group C;high school;free/reduced;completed;single;sometimes;no;1;school_bus;5 - 10;61;55;54
471;female;group C;some high school;standard;none;married;sometimes;yes;1;private;< 5;57;59;56
471;female;group C;associate's degree;standard;none;divorced;sometimes;yes;1;school_bus;5 - 10;76;79;82
471;female;group E;some college;free/reduced;none;single;regularly;yes;1;;5 - 10;52;68;66
471;male;group D;some high school;standard;none;single;sometimes;yes;;school_bus;5 - 10;81;89;84
471;male;group D;some college;standard;completed;married;regularly;yes;2;school_bus;5 - 10;81;74;74
471;female;;some high school;free/reduced;none;married;sometimes;no;2;private;5 - 10;17;36;28
471;female;group D;associate's degree;standard;none;married;never;no;2;school_bus;> 10;90;96;97
471;male;group D;high school;standard;none;married;sometimes;no;2;school_bus;5 - 10;62;57;48
471;male;group E;master's degree;free/reduced;completed;married;sometimes;yes;2;;> 10;91;86;96
471;male;group B;bachelor's degree;free/reduced;none;married;sometimes;yes;2;private;< 5;51;59;58
471;male;group C;high school;standard;;married;regularly;no;2;school_bus;< 5;;48;44
471;male;group C;some high school;standard;completed;married;regularly;no;2;school_bus;;53;59;60
471;female;group E;bachelor's degree;standard;none;married;never;yes;2;;> 10;79;87;82
471;female;group B;;standard;none;divorced;sometimes;;4;private;5 - 10;66;82;75
471;female;;high school;free/reduced;completed;married;sometimes;yes;4;private;< 5;50;62;66
471;male;group D;;free/reduced;completed;single;sometimes;no;4;school_bus;5 - 10;65;67;62
471;male;group B;some high school;standard;none;married;never;yes;4;private;< 5;61;53;44
471;male;group B;high school;standard;none;single;regularly;yes;4;school_bus;5 - 10;71;53;53
471;male;group C;some college;standard;none;married;sometimes;no;5;private;< 5;80;68;71
471;female;group D;high school;standard;none;single;regularly;yes;7;school_bus;< 5;;91;94
471;male;;some college;standard;none;single;sometimes;yes;7;school_bus;< 5;;50;47
472;male;group B;associate's degree;standard;;married;regularly;yes;0;private;> 10;60;57;60
472;male;group E;bachelor's degree;standard;completed;married;sometimes;yes;0;private;> 10;86;83;86
472;female;group D;some high school;standard;none;single;never;yes;1;school_bus;5 - 10;59;74;75
472;female;group D;high school;standard;none;married;never;no;1;;;54;56;57
472;female;group C;some college;free/reduced;none;married;sometimes;yes;1;school_bus;< 5;67;87;74
472;female;group C;high school;standard;completed;divorced;sometimes;yes;1;school_bus;> 10;75;73;74
472;female;group C;;standard;none;married;sometimes;yes;;school_bus;< 5;64;76;76
472;female;;associate's degree;standard;none;married;never;yes;2;school_bus;< 5;;85;79
472;female;group D;associate's degree;standard;completed;married;regularly;yes;2;private;5 - 10;88;100;100
472;female;;associate's degree;free/reduced;completed;married;sometimes;no;2;school_bus;5 - 10;56;69;79
472;male;group D;some high school;free/reduced;none;divorced;regularly;yes;2;school_bus;5 - 10;63;69;60
472;male;group E;master's degree;free/reduced;none;divorced;regularly;no;2;private;< 5;59;72;73
472;male;group D;bachelor's degree;standard;completed;single;regularly;yes;2;;< 5;99;85;97
472;male;group A;some college;standard;none;married;sometimes;yes;2;private;< 5;43;44;38
472;female;group C;some high school;standard;none;single;sometimes;yes;2;school_bus;5 - 10;60;81;71
472;male;;associate's degree;free/reduced;completed;;sometimes;no;2;school_bus;< 5;46;50;51
472;male;group B;some high school;standard;none;single;sometimes;no;2;private;5 - 10;72;70;64
472;female;group C;associate's degree;free/reduced;none;married;regularly;yes;2;school_bus;> 10;36;49;41
472;female;;;standard;none;single;sometimes;;2;private;5 - 10;95;100;98
472;female;group E;associate's degree;standard;none;married;regularly;yes;2;school_bus;5 - 10;86;86;84
472;female;group B;;standard;completed;divorced;regularly;no;2;school_bus;< 5;72;80;87
472;female;group C;bachelor's degree;standard;none;single;sometimes;no;2;school_bus;< 5;;73;66
472;male;group A;high school;standard;completed;married;sometimes;yes;3;school_bus;< 5;83;82;79
472;male;group B;some college;standard;completed;married;sometimes;yes;3;school_bus;5 - 10;62;68;73
472;female;group C;associate's degree;free/reduced;none;married;sometimes;yes;3;school_bus;5 - 10;38;58;54
472;male;;bachelor's degree;standard;none;single;regularly;no;4;school_bus;5 - 10;95;87;76
472;female;group C;associate's degree;standard;completed;married;sometimes;yes;4;school_bus;5 - 10;68;86;84
472;female;group B;some high school;standard;completed;married;sometimes;yes;4;school_bus;5 - 10;73;80;76
472;male;group C;high school;free/reduced;none;married;sometimes;yes;4;private;5 - 10;50;43;47
472;female;group D;high school;standard;completed;married;never;no;5;private;5 - 10;66;65;75
473;female;group A;some college;standard;none;married;regularly;yes;0;private;5 - 10;50;55;51
473;female;group B;bachelor's degree;free/reduced;none;;sometimes;yes;0;;< 5;65;73;72
473;female;group C;some college;standard;none;single;regularly;yes;0;school_bus;< 5;49;49;56
473;female;group E;master's degree;standard;completed;divorced;sometimes;yes;1;school_bus;5 - 10;82;95;95
473;male;group B;high school;standard;completed;single;sometimes;yes;1;school_bus;5 - 10;94;92;89
473;female;group E;some high school;standard;none;married;sometimes;yes;1;private;< 5;86;88;90
473;male;group E;high school;standard;none;married;sometimes;no;1;private;< 5;54;38;43
473;female;group C;some college;free/reduced;none;divorced;sometimes;no;1;private;< 5;49;73;66
473;male;group E;high school;free/reduced;none;married;never;yes;;school_bus;5 - 10;65;63;54
473;female;group D;bachelor's degree;standard;none;single;regularly;yes;2;private;> 10;63;70;81
473;male;group D;some high school;standard;none;divorced;regularly;yes;2;;5 - 10;76;65;68
473;female;;associate's degree;standard;none;married;sometimes;no;2;private;5 - 10;46;58;64
473;female;group E;associate's degree;standard;completed;married;sometimes;yes;2;school_bus;> 10;74;79;85
473;male;group C;master's degree;standard;;married;regularly;yes;2;school_bus;< 5;70;65;72
473;female;group C;;standard;none;married;sometimes;yes;2;private;5 - 10;58;62;65
473;male;group C;;standard;completed;single;sometimes;yes;2;private;5 - 10;66;72;65
473;male;group E;high school;free/reduced;completed;married;regularly;yes;2;school_bus;> 10;80;83;81
473;male;group C;some high school;standard;none;married;sometimes;no;2;private;5 - 10;68;58;54
473;female;group D;some college;standard;completed;married;regularly;yes;3;school_bus;< 5;87;88;97
473;female;group D;some college;standard;;married;sometimes;yes;3;;< 5;;87;84
473;female;group D;bachelor's degree;free/reduced;none;single;regularly;yes;3;school_bus;5 - 10;62;78;79
473;male;group D;some college;standard;none;married;sometimes;yes;3;school_bus;< 5;77;73;68
473;male;group C;high school;standard;none;married;regularly;yes;3;private;> 10;58;52;46
473;female;group B;master's degree;standard;none;married;;no;3;school_bus;5 - 10;63;69;67
473;male;group E;associate's degree;free/reduced;;single;never;no;3;private;< 5;81;84;78
473;male;group C;some college;standard;none;married;never;no;3;school_bus;5 - 10;74;73;72
473;female;group B;master's degree;standard;completed;single;sometimes;no;3;private;5 - 10;96;97;100
473;female;group B;some high school;standard;none;divorced;sometimes;no;3;school_bus;5 - 10;55;62;61
473;female;group D;associate's degree;standard;none;married;sometimes;yes;4;school_bus;< 5;76;85;89
473;female;group D;some high school;standard;none;married;sometimes;no;5;private;> 10;;66;60
473;female;group C;high school;standard;completed;married;regularly;yes;5;;< 5;;99;98
474;male;group D;some college;standard;none;married;regularly;yes;0;private;> 10;76;63;62
474;male;group C;associate's degree;standard;completed;married;sometimes;yes;0;school_bus;5 - 10;87;75;79
474;male;group E;some college;standard;none;single;regularly;no;1;private;< 5;87;80;76
474;female;group E;high school;standard;none;widowed;regularly;yes;1;school_bus;< 5;;84;79
474;female;group D;bachelor's degree;standard;;married;regularly;yes;1;school_bus;5 - 10;66;74;78
474;male;group D;bachelor's degree;standard;none;single;regularly;yes;1;private;< 5;88;93;92
474;female;group D;high school;free/reduced;completed;divorced;regularly;yes;1;school_bus;< 5;54;72;75
474;male;group E;some college;free/reduced;none;married;;no;1;school_bus;> 10;72;59;55
474;male;group B;some high school;standard;none;single;sometimes;yes;1;school_bus;> 10;70;63;60
474;female;group B;associate's degree;standard;none;single;sometimes;yes;1;school_bus;< 5;67;72;71
474;female;group A;some high school;free/reduced;none;single;never;no;1;school_bus;< 5;43;52;51
474;male;;high school;standard;none;divorced;sometimes;no;;;5 - 10;76;72;62
474;female;group B;associate's degree;standard;;single;sometimes;yes;2;private;5 - 10;;90;91
474;male;group A;some high school;standard;none;married;regularly;yes;2;private;5 - 10;71;68;58
474;male;group D;associate's degree;standard;none;married;never;;2;;5 - 10;82;79;74
474;male;group A;master's degree;standard;none;;sometimes;yes;2;school_bus;< 5;97;91;88
474;female;group D;high school;standard;completed;married;sometimes;no;2;school_bus;> 10;71;68;70
474;female;group A;some high school;free/reduced;none;married;regularly;yes;2;school_bus;< 5;66;75;72
474;female;group D;bachelor's degree;standard;none;single;regularly;no;3;private;5 - 10;79;88;93
474;female;group D;associate's degree;standard;completed;single;sometimes;yes;3;school_bus;< 5;63;71;81
474;female;group B;high school;free/reduced;none;;regularly;yes;3;school_bus;5 - 10;45;59;59
474;female;;some high school;free/reduced;completed;divorced;regularly;no;3;school_bus;5 - 10;;74;76
474;female;group D;high school;standard;none;married;sometimes;yes;4;private;5 - 10;;59;64
474;female;group D;high school;standard;none;single;never;no;4;school_bus;5 - 10;57;61;59
474;female;group E;some college;standard;none;divorced;regularly;no;4;school_bus;;95;92;95
474;female;group C;some high school;free/reduced;none;married;sometimes;yes;4;private;5 - 10;46;72;61
474;male;group E;high school;standard;completed;married;sometimes;yes;5;school_bus;< 5;47;46;44
474;male;group A;some high school;standard;none;single;regularly;yes;6;school_bus;< 5;74;72;68
474;male;group C;some high school;free/reduced;none;married;sometimes;no;6;;5 - 10;43;37;32
475;male;group D;associate's degree;free/reduced;completed;single;sometimes;yes;0;school_bus;5 - 10;;85;84
475;female;group E;some college;standard;completed;divorced;sometimes;yes;0;school_bus;< 5;79;81;86
475;female;group D;bachelor's degree;standard;none;married;sometimes;no;1;private;5 - 10;84;87;96
475;male;group D;bachelor's degree;free/reduced;completed;married;sometimes;no;1;private;< 5;53;64;58
475;female;group B;master's degree;standard;none;married;sometimes;no;1;school_bus;5 - 10;69;79;74
475;female;group B;some high school;free/reduced;completed;married;sometimes;yes;1;private;5 - 10;33;51;46
475;male;;high school;standard;none;divorced;regularly;no;1;school_bus;5 - 10;;59;59
475;female;group A;associate's degree;standard;none;single;regularly;yes;;school_bus;< 5;;65;66
475;female;group D;associate's degree;standard;none;married;regularly;yes;2;school_bus;5 - 10;96;100;96
475;female;group B;some college;free/reduced;none;married;sometimes;yes;2;private;5 - 10;46;50;52
475;female;group D;high school;standard;completed;married;sometimes;yes;2;school_bus;5 - 10;59;62;63
475;female;group E;master's degree;standard;none;married;regularly;yes;2;school_bus;5 - 10;97;100;100
475;male;group B;some college;free/reduced;completed;married;sometimes;yes;2;school_bus;5 - 10;62;66;65
475;male;group D;associate's degree;standard;none;divorced;sometimes;no;2;school_bus;5 - 10;76;60;63
475;female;group D;high school;standard;completed;married;regularly;no;2;school_bus;> 10;77;82;96
475;female;group C;;standard;;single;sometimes;yes;2;school_bus;> 10;;50;56
475;female;group C;associate's degree;standard;completed;single;sometimes;no;2;;5 - 10;50;61;62
475;female;group B;high school;standard;completed;single;regularly;no;2;private;5 - 10;29;44;42
475;female;group C;some high school;free/reduced;none;single;regularly;no;2;private;5 - 10;;58;58
475;female;group D;bachelor's degree;standard;completed;;sometimes;yes;3;;> 10;;77;84
475;male;group A;high school;standard;none;single;sometimes;yes;3;school_bus;< 5;80;77;68
475;male;group E;associate's degree;standard;none;single;sometimes;yes;3;school_bus;> 10;100;100;100
475;female;group D;high school;standard;none;married;never;no;3;private;5 - 10;73;74;78
475;male;group B;associate's degree;standard;none;married;sometimes;yes;3;school_bus;5 - 10;86;93;82
475;female;;some high school;free/reduced;none;married;regularly;yes;3;school_bus;> 10;56;66;67
475;male;group A;associate's degree;standard;none;married;regularly;no;3;private;> 10;61;53;52
475;female;;some college;standard;completed;single;sometimes;yes;3;private;> 10;75;93;91
475;female;group E;high school;free/reduced;none;married;never;no;4;school_bus;5 - 10;58;80;75
475;male;group C;bachelor's degree;standard;none;married;regularly;no;4;school_bus;5 - 10;70;64;64
475;female;group C;some high school;standard;none;divorced;regularly;no;5;private;5 - 10;61;64;60
476;female;group D;high school;standard;none;married;regularly;yes;0;private;> 10;36;45;46
476;female;group C;some college;standard;none;divorced;regularly;yes;0;school_bus;5 - 10;79;83;83
476;male;group C;associate's degree;standard;none;single;regularly;yes;0;school_bus;5 - 10;81;80;76
476;female;group A;;standard;none;widowed;sometimes;yes;0;school_bus;5 - 10;;59;61
476;male;group E;associate's degree;standard;;married;sometimes;no;1;school_bus;< 5;;91;87
476;male;;some high school;standard;completed;;sometimes;yes;1;private;> 10;82;62;68
476;male;group D;associate's degree;standard;none;married;regularly;no;1;school_bus;< 5;99;86;86
476;male;group B;some high school;free/reduced;none;single;sometimes;yes;1;school_bus;> 10;46;42;36
476;female;group C;some college;standard;none;married;sometimes;yes;1;school_bus;5 - 10;59;70;71
476;male;group C;some college;standard;none;single;regularly;yes;1;school_bus;< 5;67;63;62
476;male;group C;associate's degree;free/reduced;none;married;sometimes;no;1;;5 - 10;69;77;69
476;male;group B;master's degree;standard;none;married;sometimes;yes;1;private;5 - 10;98;89;93
476;male;group D;some high school;free/reduced;;divorced;sometimes;yes;;private;5 - 10;44;51;50
476;male;group E;bachelor's degree;standard;completed;single;sometimes;yes;2;school_bus;5 - 10;;62;66
476;male;group D;some high school;free/reduced;completed;single;regularly;no;2;school_bus;< 5;43;52;48
476;female;;master's degree;free/reduced;none;single;sometimes;no;2;private;> 10;53;59;57
476;female;group C;associate's degree;standard;none;;regularly;yes;2;;5 - 10;84;99;95
476;male;group B;bachelor's degree;standard;completed;single;sometimes;yes;2;private;> 10;71;74;81
476;female;group A;some college;free/reduced;none;single;regularly;no;2;private;5 - 10;60;61;64
476;male;group D;high school;standard;none;divorced;regularly;yes;3;school_bus;> 10;65;56;59
476;male;group D;;free/reduced;none;divorced;sometimes;yes;3;school_bus;5 - 10;71;69;63
476;female;group D;some high school;standard;none;married;regularly;;3;;< 5;55;66;65
476;male;group D;some high school;standard;none;divorced;regularly;yes;3;private;< 5;56;63;57
476;female;group E;some college;standard;none;married;regularly;no;3;private;> 10;79;71;77
476;female;group C;high school;free/reduced;none;married;regularly;no;3;private;> 10;61;74;72
476;male;group C;high school;free/reduced;completed;married;never;yes;3;school_bus;5 - 10;44;48;46
476;male;group C;some high school;standard;completed;married;sometimes;no;3;private;< 5;70;59;63
476;female;group C;bachelor's degree;free/reduced;completed;divorced;;yes;3;school_bus;5 - 10;49;60;69
476;male;group C;some high school;standard;completed;married;sometimes;yes;4;school_bus;5 - 10;77;60;66
477;male;group D;;standard;none;married;sometimes;no;1;school_bus;5 - 10;;68;72
477;male;group A;some high school;free/reduced;none;divorced;regularly;yes;1;school_bus;5 - 10;54;54;48
477;male;group D;bachelor's degree;free/reduced;none;married;regularly;yes;1;private;5 - 10;72;64;63
477;male;group B;associate's degree;standard;none;married;never;no;1;school_bus;5 - 10;37;42;40
477;female;group E;some college;standard;none;married;regularly;;1;private;< 5;84;82;83
477;male;group D;bachelor's degree;standard;completed;single;regularly;no;1;private;> 10;100;95;100
477;male;group C;;standard;none;single;sometimes;no;1;private;< 5;46;50;39
477;male;group B;associate's degree;free/reduced;completed;married;never;yes;1;private;5 - 10;74;70;71
477;male;group E;some high school;free/reduced;;married;never;yes;1;private;5 - 10;59;56;44
477;male;group C;some high school;standard;none;married;sometimes;yes;1;private;5 - 10;50;58;50
477;female;group C;high school;standard;;widowed;regularly;yes;1;school_bus;< 5;;64;63
477;female;group D;some high school;standard;none;single;sometimes;no;;private;5 - 10;53;73;67
477;male;group E;some high school;free/reduced;none;divorced;sometimes;no;2;school_bus;> 10;;54;42
477;female;group D;master's degree;standard;none;married;regularly;no;2;school_bus;> 10;95;91;100
477;male;group D;some college;standard;none;married;sometimes;yes;2;private;> 10;64;57;57
477;male;group D;some high school;standard;none;married;sometimes;no;2;private;5 - 10;50;42;43
477;female;group E;some college;standard;none;married;regularly;;2;school_bus;5 - 10;51;47;48
477;male;group C;bachelor's degree;standard;none;married;regularly;yes;2;school_bus;5 - 10;58;49;53
477;female;group B;some high school;free/reduced;completed;married;never;yes;2;school_bus;5 - 10;38;53;55
477;female;;associate's degree;standard;none;divorced;sometimes;no;2;school_bus;< 5;;79;84
477;female;group C;some college;free/reduced;none;married;sometimes;no;2;school_bus;5 - 10;;55;57
477;male;group D;associate's degree;free/reduced;none;married;regularly;yes;3;private;< 5;36;39;44
477;female;group C;some college;free/reduced;none;married;sometimes;no;3;private;5 - 10;54;64;62
477;female;group C;some high school;standard;completed;married;never;yes;3;private;5 - 10;47;53;54
477;female;;master's degree;free/reduced;none;widowed;regularly;yes;3;private;< 5;;79;84
477;female;group C;some college;standard;none;single;never;yes;3;school_bus;> 10;38;44;38
477;male;group A;master's degree;free/reduced;completed;single;sometimes;yes;5;school_bus;< 5;69;79;80
477;female;group E;;standard;none;married;sometimes;yes;5;school_bus;5 - 10;77;74;67
