"creditcd","eqpdays","Customer_ID"
"Y",317,1080017
"Y",396,1049067
"N",94,1094781
"Y",87,1051412
"Y",687,1019351
"Y",525,1008591
"N",75,1096915
"Y",295,1002974
"Y",344,1066588
"Y",393,1019319
"Y",820,1014433
"Y",436,1068665
"N",200,1083418
"N",328,1089427
"Y",437,1021504
"Y",213,1043201
"Y",306,1062478
"N",310,1008906
"Y",384,1059672
"N",325,1058937
"Y",329,1058197
"N",94,1022865
"Y",390,1050160
"",323,1089950
"N",198,1094832
"Y",260,1015022
"N",438,1051893
"Y",295,1086326
"N",242,1092081
"N",251,1085488
"Y",907,1099814
"N",255,1070351
"Y",477,1052677
"N",192,1035736
"Y",400,1040985
"Y",912,1008491
"Y",376,1045145
"Y",317,1079932
"Y",240,1037580
"Y",230,1093048
"N",345,1055672
"Y",758,1018331
"N",174,1097017
"N",173,1055346
"Y",855,1015042
"N",254,1029385
"N",38,1003367
"Y",463,1054229
"Y",221,1009696
"Y",287,1087594
"Y",1275,1002123
"N",363,1085028
"N",334,1076002
"Y",559,1028235
"",573,1008838
"N",54,1096207
"Y",330,1068458
"Y",482,1002272
"Y",301,1063259
"Y",400,1056648
"Y",810,1022882
"Y",525,1036365
"Y",314,1012012
"Y",275,1051248
"N",310,1091390
"",334,1067904
"Y",249,1014542
"Y",429,1052892
"Y",569,1031204
"Y",907,1012706
"Y",47,1065004
"Y",434,1052413
"N",186,1007742
"Y",374,1081353
"Y",826,1021780
"Y",532,1053364
"N",200,1096858
"Y",191,1011963
"Y",397,1024693
"N",310,1082502
"Y",692,1035329
"Y",115,1011967
"Y",564,1032664
"N",10,1037035
"Y",338,1053049
"Y",233,1048202
"Y",121,1034431
"Y",466,1063905
"Y",750,1014893
"N",187,1097398
"Y",99,1002780
"Y",436,1068701
"Y",551,1008690
"Y",306,1084128
"Y",1404,1001519
"Y",213,1078931
"N",1038,1007603
"Y",1120,1002836
"Y",570,1030660
"N",462,1049012
"Y",310,1091399
"Y",263,1085467
"Y",337,1056860
"N",817,1011922
"Y",856,1019332
"",379,1079764
"Y",209,1059091
"N",575,1037663
"N",469,1063433
"Y",380,1099966
"Y",133,1026743
"Y",831,1010246
"Y",400,1014796
"Y",346,1066293
"N",360,1085582
"Y",331,1068301
"Y",123,1004214
"Y",256,1090631
"N",415,1098108
"N",215,1096361
"N",116,1036862
"Y",241,1095698
"N",981,1008176
"Y",426,1046311
"Y",479,1041585
"N",623,1043397
"N",693,1036520
"Y",319,1079381
"Y",10,1020185
"Y",364,1053161
"Y",796,1015692
"N",152,1021630
"N",626,1034334
"N",226,1027494
"Y",274,1067627
"Y",101,1008471
"Y",688,1019157
"N",326,1077844
"Y",726,1016079
"Y",184,1086767
"N",209,1099072
"Y",1101,1007461
"Y",564,1032603
"N",1179,1000404
"Y",357,1054372
"Y",222,1093573
"Y",361,1085359
"Y",325,1069162
"Y",393,1002675
"Y",356,1054158
"Y",228,1052056
"N",1661,1097879
"Y",94,1037626
"Y",518,1047811
"Y",414,1062438
"Y",255,1020736
"",183,1093146
"Y",426,1024878
"Y",794,1012919
"Y",1090,1005278
"Y",376,1051865
"Y",338,1056645
"N",198,1084182
"N",386,1059233
"Y",265,1006405
"Y",171,1071441
"N",546,1028954
"N",673,1032393
"Y",848,1015396
"N",586,1027681
"Y",567,1007080
"Y",447,1050420
"Y",189,1097323
"Y",451,1010174
"Y",566,1031924
"Y",256,1009301
"Y",321,1056785
"Y",317,1060704
"Y",804,1015304
"N",605,1098889
"Y",345,1055615
"Y",204,1096706
"",110,1081950
"N",370,1062172
"Y",673,1013668
"Y",45,1091339
"N",392,1076566
"N",342,1066828
"Y",42,1053360
"Y",214,1078536
"Y",588,1007134
"Y",317,1060712
"Y",149,1091307
"N",846,1013281
"Y",47,1010757
"Y",288,1065762
"Y",11,1039773
"Y",895,1013114
"Y",135,1011406
"Y",486,1060792
"Y",363,1051333
"Y",294,1064702
"N",324,1059225
"Y",611,1038513
"N",107,1034926
"N",246,1086723
"Y",356,1064739
"Y",630,1031373
"Y",1303,1001404
"Y",265,1056584
"Y",321,1078961
"Y",209,1079873
"Y",261,1009547
"Y",83,1034185
"Y",569,1031092
"Y",129,1016118
"Y",1048,1006858
"Y",520,1054858
"Y",321,1090208
"N",629,1031664
"",66,1000476
"Y",165,1009049
"Y",735,1008909
"Y",14,1050784
"Y",1119,1006304
"N",96,1022409
"N",445,1010194
"N",245,1091816
"Y",256,1084953
"Y",277,1077921
"Y",4,1000088
"Y",67,1038105
"Y",568,1031349
"Y",127,1033115
"Y",356,1064741
"Y",1081,1098694
"Y",435,1052160
"N",201,1082936
"Y",56,1030945
"Y",231,1095919
"Y",330,1068435
"",184,1006969
"Y",463,1025068
"Y",806,1018149
"N",330,1076812
"Y",190,1085719
"Y",551,1026874
"N",735,1023900
"Y",6,1079201
"N",320,1078982
"Y",733,1032652
"Y",598,1045961
"Y",48,1027597
"Y",365,1069125
"Y",87,1026621
"Y",269,1080616
"N",307,1091737
"Y",714,1002703
"Y",279,1088272
"N",320,1060037
"Y",332,1068177
"Y",635,1038632
"Y",1008,1004683
"N",27,1030856
"N",82,1089607
"N",324,1089867
"Y",251,1095218
"Y",378,1080140
"N",236,1092575
"N",813,1022658
"Y",506,1049214
"Y",385,1078178
"Y",196,1096991
"N",713,1022216
"Y",62,1006358
"Y",287,1026655
"Y",419,1060345
"",31,1013741
"Y",217,1077859
"Y",732,1020813
"Y",267,1081726
"Y",609,1025428
"Y",336,1044905
"Y",578,1028780
"Y",324,1069336
"N",490,1036263
"N",720,1016537
"Y",381,1011656
"Y",222,1089370
"Y",1812,1000004
"Y",98,1037897
"Y",164,1075870
"Y",98,1040309
"Y",632,1036496
"N",214,1004520
"Y",411,1055088
"Y",298,1063804
"Y",732,1032918
"Y",162,1005534
"Y",580,1028493
"N",539,1035213
"Y",88,1000179
"Y",88,1085233
"Y",431,1059506
"Y",1182,1004530
"Y",560,1038913
"Y",243,1064064
"N",468,1063672
"N",17,1049723
"Y",29,1006904
"Y",113,1042900
"Y",271,1067978
"Y",364,1070246
"Y",488,1010706
"Y",829,1016522
"N",215,1078446
"Y",387,1059009
"N",738,1031104
"Y",436,1028576
"N",41,1086369
"Y",263,1094635
"Y",148,1014169
"Y",50,1049772
"N",680,1037789
"Y",905,1010990
"Y",298,1005605
"Y",472,1027719
"Y",702,1026844
"",299,1085596
"Y",1041,1009967
"Y",484,1060954
"Y",547,1034583
"Y",314,1080940
"Y",350,1072485
"Y",301,1063306
"Y",341,1062831
"Y",79,1039552
"Y",-3,1093811
"N",294,1092800
"Y",471,1041509
"N",307,1083671
"Y",369,1098827
"Y",468,1041875
"N",138,1021391
"Y",328,1018052
"Y",532,1009056
"N",148,1085611
"N",568,1038279
"N",358,1085919
"Y",583,1028023
"Y",225,1071118
"Y",194,1092082
"N",294,1004939
"Y",242,1087548
"Y",341,1066938
"Y",249,1069139
"Y",680,1018948
"N",860,1018886
"Y",438,1050397
"N",327,1010916
"",316,1070669
"Y",431,1059541
"Y",561,1049919
"N",200,1083186
"Y",379,1068099
"Y",627,1037042
"Y",371,1082699
"Y",369,1075831
"Y",768,1000245
"Y",332,1008610
"Y",231,1035799
"N",180,1084248
"N",269,1089245
"Y",110,1092377
"N",306,1062409
"N",596,1046144
"N",542,1040648
"Y",303,1062906
"Y",418,1054154
"N",123,1075798
"N",216,1058368
"Y",905,1008734
"Y",557,1043855
"Y",595,1024150
"Y",455,1043000
"Y",309,1083106
"Y",390,1066575
"N",632,1027181
"Y",1181,1003539
"N",416,1047321
"N",584,1027849
"Y",69,1048831
"Y",1023,1005875
"",331,1089146
"Y",331,1089154
"Y",681,1029752
"N",492,1050897
"Y",404,1064251
"Y",796,1008839
"Y",655,1033941
"Y",509,1044057
"Y",764,1017877
"N",89,1006002
"Y",144,1038373
"Y",277,1025715
"N",35,1076462
"Y",613,1034179
"N",96,1091687
"Y",369,1083303
"N",1391,1002070
"Y",351,1065503
"N",553,1039554
"N",250,1095252
"N",342,1088084
"N",182,1095604
"N",227,1096052
"Y",307,1083745
"Y",375,1080933
"Y",216,1090001
"Y",279,1023797
"N",634,1030176
"Y",587,1036432
"Y",294,1086345
"Y",371,1062003
"Y",302,1021644
"Y",1087,1008295
"Y",24,1066528
"Y",133,1009028
"N",137,1039578
"",324,1072675
"N",815,1005894
"Y",515,1010265
"Y",635,1029904
"Y",6,1015510
"Y",291,1087212
"N",384,1067434
"Y",96,1018790
"N",27,1067854
"Y",704,1018632
"Y",1256,1002595
"Y",218,1000886
"Y",166,1058722
"Y",685,1024274
"N",255,1090754
"Y",311,1082099
"Y",457,1043032
"N",619,1043842
"N",427,1060276
"N",239,1087785
"N",198,1084254
"Y",293,1009617
"N",210,1012480
"Y",649,1027610
"Y",522,1042766
"Y",26,1010717
"Y",505,1038351
"Y",433,1039186
"Y",789,1009584
"Y",286,1086385
"N",301,1085236
"Y",1030,1008027
"Y",962,1008887
"Y",719,1016595
"Y",316,1014436
"Y",265,1089617
"N",214,1096383
"Y",819,1014500
"",368,1083765
"Y",368,1011241
"Y",876,1009840
"Y",418,1039682
"Y",104,1068621
"Y",448,1001127
"Y",234,1045620
"Y",489,1051320
"N",465,1054034
"N",116,1007107
"N",302,1065143
"Y",198,1075735
"Y",326,1044875
"Y",152,1046327
"Y",407,1027216
"Y",385,1067216
"Y",747,1015075
"Y",1063,1004819
"Y",217,1078008
"Y",363,1053299
"Y",25,1067017
"N",320,1079304
"Y",809,1013723
"Y",855,1019478
"Y",497,1002418
"N",221,1077005
"N",236,1092516
"Y",340,1067124
"Y",51,1065703
"N",1088,1008233
"Y",598,1026383
"Y",403,1064500
"Y",671,1032929
"Y",467,1063755
"N",350,1087481
"Y",524,1042494
"Y",145,1057220
"Y",334,1098572
"N",224,1087982
"N",28,1055884
"Y",245,1024942
"N",643,1028304
"Y",705,1017654
"N",189,1020158
"Y",652,1034828
"Y",87,1024584
"Y",583,1028070
"Y",151,1010210
"N",214,1094055
"Y",1135,1003481
"Y",592,1027022
"Y",338,1088465
"Y",220,1019104
"N",160,1023689
"Y",492,1059379
"Y",426,1046302
"Y",229,1096005
"Y",229,1027031
"Y",731,1006248
"Y",512,1037760
"Y",749,1097919
"Y",565,1032171
"Y",253,1085631
"N",7,1051594
"Y",219,1077606
"Y",248,1071500
"N",804,1018298
"Y",26,1097058
"N",227,1075444
"Y",55,1021148
"Y",29,1064988
"Y",756,1018505
"N",672,1020635
"N",341,1066926
"Y",1243,1001953
"Y",1051,1006654
"N",908,1015483
"Y",184,1046150
"Y",666,1021031
"Y",883,1009571
"Y",343,1066483
"Y",368,1069020
"Y",198,1044615
"N",14,1028709
"Y",840,1015810
"N",211,1002823
"N",742,1020095
"Y",353,1028623
"Y",712,1017108
"N",413,1097686
"N",648,1040717
"N",320,1079045
"Y",598,1045896
"Y",870,1014180
"Y",791,1019785
"Y",710,1026082
"N",398,1065255
"Y",80,1047745
"Y",68,1025645
"Y",221,1096215
"Y",247,1083232
"Y",731,1033089
"Y",79,1047249
"Y",535,1035481
"Y",228,1096035
"N",312,1019317
"Y",347,1029192
"Y",583,1041143
"Y",178,1087226
"Y",359,1053752
"Y",310,1082410
"Y",327,1077375
"N",32,1007065
"Y",276,1097735
"Y",322,1059716
"Y",342,1026332
"Y",22,1076773
"Y",306,1083942
"Y",895,1012159
"Y",287,1093385
"Y",1130,1005892
"N",363,1053251
"Y",190,1025782
"Y",377,1080410
"Y",791,1024340
"Y",346,1035832
"N",69,1090826
"N",418,1047091
"Y",97,1040440
"Y",162,1079068
"N",796,1015711
"Y",371,1082764
"Y",218,1089800
"N",358,1068077
"Y",741,1023533
"Y",679,1030613
"Y",879,1017312
"Y",272,1029642
"Y",351,1065474
"Y",25,1050300
"Y",301,1011384
"N",103,1010705
"Y",75,1026906
"N",471,1041576
"Y",285,1093468
"N",337,1075049
"N",274,1062335
"Y",288,1075995
"N",300,1085500
"Y",441,1016846
"N",232,1074486
"Y",49,1082648
"Y",414,1054602
"Y",638,1029288
"Y",45,1041694
"Y",757,1027427
"Y",188,1003078
"N",33,1077587
"Y",317,1090628
"Y",211,1090585
"",233,1074386
"N",363,1063370
"N",517,1055192
"Y",23,1064600
"Y",26,1013030
"N",405,1008164
"Y",426,1060554
"N",766,1026508
"Y",460,1065206
"Y",609,1038647
"N",171,1069565
"Y",448,1066998
"N",185,1075701
"Y",16,1052802
"",255,1047430
"N",338,1056714
"Y",649,1035079
"Y",1471,1001416
"Y",217,1032286
"N",317,1079931
"Y",218,1096279
"Y",419,1061704
"Y",263,1071132
"Y",570,1030917
"Y",315,1030588
"Y",178,1066714
"Y",695,1036291
"Y",267,1090619
"Y",339,1041616
"Y",-3,1020930
"Y",334,1088772
"N",564,1032691
"N",322,1059621
"Y",280,1061872
"Y",30,1016873
"Y",295,1074212
"N",119,1088626
"Y",276,1072367
"N",317,1056059
"Y",11,1034022
"Y",131,1099096
"Y",34,1096699
"N",324,1078157
"Y",390,1076938
"Y",725,1006640
"Y",284,1076785
"Y",409,1047960
"Y",16,1019781
"Y",300,1073325
"N",104,1086244
"Y",470,1041623
"N",288,1047085
"N",62,1007152
"Y",320,1080878
"Y",429,1045975
"N",888,1013404
"Y",377,1080319
"Y",185,1097480
"Y",52,1067620
"Y",139,1034264
"Y",524,1047332
"N",287,1065900
"Y",230,1007401
"N",255,1090727
"N",225,1066947
"N",196,1089508
"",213,1052676
"N",191,1097178
"Y",647,1040858
"Y",744,1029334
"Y",190,1081111
"N",342,1066331
"Y",341,1074155
"N",155,1041889
"",369,1052691
"Y",665,1005178
"N",95,1036069
"N",360,1063785
"Y",939,1006902
"Y",251,1085837
"N",401,1002720
"Y",94,1046750
"N",232,1030757
"Y",356,1054137
"Y",351,1054797
"Y",742,1030015
"Y",728,1014988
"Y",347,1066221
"N",308,1091598
"Y",382,1051113
"N",564,1043168
"N",271,1080005
"Y",239,1092239
"Y",273,1054929
"Y",186,1022399
"Y",737,1031228
"Y",136,1078876
"N",674,1031935
"N",53,1065106
"Y",215,1093991
"N",31,1048815
"Y",563,1043267
"Y",10,1023291
"N",326,1069096
"N",550,1051281
"Y",721,1025057
"Y",91,1024572
"Y",503,1057309
"N",190,1092520
"Y",370,1062200
"Y",396,1075490
"Y",395,1010026
"Y",311,1082205
"N",80,1012450
"Y",338,1046375
"Y",443,1021555
"N",469,1062361
"Y",358,1053867
"Y",169,1092436
"N",125,1089796
"Y",138,1067835
"N",-2,1060852
"N",259,1084631
"N",143,1012410
"Y",379,1079768
"Y",645,1027933
"Y",306,1066931
"Y",55,1076733
"Y",14,1087593
"Y",286,1051074
"Y",404,1064075
"Y",562,1033114
"Y",104,1081957
"Y",428,1046081
"N",562,1049849
"N",537,1045883
"Y",468,1063583
"N",232,1088422
"Y",341,1066944
"Y",590,1027175
"Y",586,1027694
"Y",456,1058686
"Y",261,1083681
"N",125,1056228
"Y",403,1064421
"N",342,1066842
"Y",586,1027680
"N",279,1001803
"N",372,1082162
"Y",366,1043282
"N",326,1026096
"Y",91,1037845
"Y",1073,1003503
"Y",397,1007954
"Y",202,1092476
"Y",421,1009429
"Y",754,1027804
"N",255,1085093
"Y",551,1044404
"N",291,1092336
"Y",992,1009510
"N",469,1053566
"N",435,1000351
"N",184,1095471
"N",86,1069345
"Y",609,1038640
"Y",279,1052036
"Y",171,1067061
"Y",105,1011442
"Y",344,1086981
"Y",234,1063770
"Y",1249,1001906
"Y",372,1082150
"Y",135,1098474
"N",306,1062536
"Y",292,1064978
"Y",605,1025736
"Y",446,1023195
"Y",265,1089678
"Y",718,1034360
"Y",373,1052268
"N",136,1002300
"N",718,1025302
"N",209,1080177
"Y",472,1041438
"Y",201,1091577
"N",241,1061557
"Y",290,1087317
"Y",754,1018733
"Y",100,1073389
"Y",138,1092937
"Y",867,1014408
"Y",969,1012653
"Y",65,1003875
"N",116,1078897
"N",299,1092364
"Y",282,1072430
"Y",28,1090869
"N",183,1093107
"Y",205,1091156
"N",547,1040180
"N",217,1093854
"N",181,1095668
"N",187,1015031
"Y",275,1068478
"N",486,1046517
"N",387,1058886
"Y",191,1097248
"Y",360,1003908
"N",201,1096837
"Y",233,1029844
"Y",489,1051263
"Y",533,1053230
"N",181,1095640
"Y",438,1057922
"N",388,1050466
"Y",938,1006958
"N",579,1047822
"N",310,1082512
"N",51,1002929
"Y",656,1026875
"Y",271,1089054
"N",570,1030696
"Y",105,1045637
"N",329,1089341
"N",431,1052668
"N",715,1034670
"Y",654,1040070
"Y",119,1087513
"Y",477,1062195
"Y",202,1082452
"Y",196,1035415
"Y",110,1015664
"Y",232,1020156
"Y",210,1020381
"Y",708,1017463
"Y",231,1088498
"Y",254,1075501
"Y",175,1036002
"Y",1076,1005645
"Y",260,1035585
"Y",446,1056688
"Y",668,1038828
"Y",289,1075625
"Y",41,1017116
"Y",508,1048938
"Y",121,1032275
"Y",154,1017248
"Y",899,1008913
"N",401,1048809
"Y",410,1063154
"N",244,1095538
"Y",571,1037485
"Y",619,1024435
"N",249,1039499
"N",290,1065267
"Y",2,1000869
"Y",436,1068681
"Y",241,1072682
"Y",412,1054876
"N",169,1093472
"Y",593,1046440
"N",715,1004003
"N",371,1082497
"N",247,1086671
"Y",389,1066680
"Y",354,1065044
"N",732,1020777
"Y",133,1074722
"Y",408,1073190
"Y",79,1054825
"Y",980,1008262
"Y",193,1092250
"Y",574,1037721
"Y",198,1096939
"N",392,1076615
"Y",440,1051680
"Y",268,1081216
"Y",213,1010139
"N",238,1087881
"Y",328,1081137
"Y",362,1063411
"Y",269,1080534
"N",56,1040027
"N",236,1001648
"Y",315,1090833
"Y",127,1044647
"Y",357,1071356
"Y",197,1084603
"Y",357,1085980
"Y",997,1004898
"N",632,1023556
"N",342,1072346
"Y",400,1074703
"N",162,1088916
"Y",151,1014608
"N",135,1024293
"N",645,1035327
"N",396,1049453
"Y",904,1008786
"N",385,1050732
"Y",214,1078619
"Y",780,1025209
"N",75,1039244
"Y",356,1053313
"N",261,1057515
"Y",637,1029414
"Y",351,1034594
"Y",303,1084747
"Y",107,1060294
"Y",368,1083690
"N",79,1052681
"Y",477,1041847
"Y",1134,1098550
"Y",322,1059560
"Y",287,1076035
"Y",507,1056593
"Y",309,1000877
"Y",307,1083652
"Y",89,1043195
"Y",363,1053340
"Y",669,1003116
"Y",311,1028858
"N",320,1060141
"N",210,1096539
"Y",356,1013309
"Y",358,1025347
"Y",800,1003471
"N",779,1001752
"Y",565,1009336
"Y",421,1061403
"N",203,1094567
"Y",203,1028905
"Y",981,1009867
"Y",65,1019127
"Y",178,1033214
"Y",327,1032648
"N",367,1062611
"Y",987,1005120
"N",875,1012082
"Y",114,1076209
"Y",707,1022627
"Y",414,1023697
"Y",687,1019290
"Y",39,1056131
"",412,1010869
"Y",59,1040047
"Y",1354,1001585
"Y",1041,1007417
"Y",199,1083788
"Y",89,1051313
"N",329,1058250
"Y",593,1035889
"Y",459,1005248
"Y",941,1011365
"N",354,1064987
"N",507,1044237
"N",403,1064426
"Y",907,1012716
"Y",478,1017563
"Y",220,1084418
"Y",206,1081306
"Y",364,1023760
"Y",167,1041384
"Y",243,1064690
"Y",47,1009673
"Y",323,1069573
"Y",116,1019645
"Y",674,1031497
"N",251,1095209
"N",885,1016869
"N",580,1041465
"N",393,1057764
"N",456,1065870
"Y",504,1057157
"Y",388,1077518
"Y",112,1008736
"Y",585,1047296
"Y",1009,1006412
"Y",188,1075349
"Y",807,1023146
"Y",451,1055975
"Y",1073,1003531
"Y",669,1029305
"Y",253,1085466
"N",387,1077698
"Y",352,1054749
"Y",1052,1005047
"Y",25,1068867
"Y",626,1037181
"Y",336,1085674
"Y",332,1004547
"N",260,1007951
"N",308,1083253
"Y",78,1067513
"Y",223,1093514
"Y",734,1032264
"Y",505,1038334
"Y",333,1076143
"Y",341,1027234
"Y",76,1039216
"Y",754,1027761
"N",163,1060584
"Y",729,1015570
"N",10,1055142
"Y",395,1057454
"Y",657,1021754
"Y",324,1059206
"N",472,1062932
"Y",401,1048888
"Y",202,1075824
"Y",105,1003666
"Y",56,1040675
"Y",220,1093706
"Y",682,1029562
"Y",620,1033470
"Y",367,1052827
"Y",114,1063111
"Y",321,1078894
"Y",569,1038110
"N",344,1087962
"Y",743,1020045
"Y",962,1005814
"Y",496,1035894
"Y",0,1065948
"Y",416,1047273
"N",594,1026882
"Y",511,1004409
"N",288,1075869
"N",503,1049550
"N",186,1086342
"N",459,1098095
"N",137,1098582
"Y",247,1033555
"Y",261,1027048
"N",97,1091224
"Y",456,1055309
"Y",78,1052909
"Y",104,1050584
"Y",1111,1098843
"Y",214,1096379
"Y",443,1051225
"Y",237,1073406
"Y",261,1083860
"N",748,1097949
"Y",576,1029263
"Y",391,1050007
"Y",461,1049059
"Y",497,1039025
"Y",305,1062666
"N",328,1068760
"Y",2,1012488
"",15,1076296
"Y",505,1005695
"N",563,1043275
"N",237,1045709
"Y",304,1062802
"Y",939,1013784
"Y",855,1015001
"N",319,1060219
"N",838,1013557
"Y",198,1084284
"Y",406,1055786
"Y",366,1053029
"Y",800,1023648
"Y",223,1076511
"Y",548,1040023
"N",313,1071134
"N",114,1029254
"N",142,1094141
"N",829,1006691
"Y",426,1046234
"N",233,1074302
"N",55,1025900
"Y",991,1000654
"Y",240,1008453
"Y",251,1091166
"N",382,1067638
"Y",250,1095247
"Y",321,1090247
"Y",229,1073633
"N",308,1091636
"Y",645,1027981
"N",318,1079733
"Y",395,1057467
"Y",364,1063200
"N",616,1024771
"N",366,1070008
"N",68,1096511
"Y",418,1054095
"Y",788,1013126
"Y",222,1076570
"Y",323,1090025
"Y",828,1016560
"Y",231,1020295
"Y",114,1083166
"Y",312,1064339
"Y",593,1012185
"Y",464,1051931
"Y",882,1011827
"Y",356,1071592
"N",526,1042352
"N",226,1067693
"N",249,1086246
"N",404,1064089
"Y",263,1089887
"Y",853,1099862
"Y",14,1063116
"Y",409,1063240
"Y",716,1016891
"Y",327,1002502
"Y",559,1050227
"N",32,1036206
"Y",1042,1005305
"",188,1086030
"N",200,1083507
"Y",265,1068998
"N",124,1070956
"N",246,1086727
"Y",72,1014933
"Y",248,1071543
"Y",329,1068645
"N",573,1029909
"N",310,1053578
"Y",572,1048639
"N",314,1061158
"N",347,1042790
"N",421,1061407
"Y",687,1019348
"Y",216,1043254
"Y",342,1066824
"Y",221,1093633
"Y",35,1056292
"N",118,1054301
"N",923,1014704
"Y",361,1085411
"Y",335,1034510
"Y",533,1053215
"Y",826,1016744
"N",27,1096666
"Y",381,1079000
"Y",246,1095432
"N",653,1022087
"Y",225,1093430
"N",369,1083246
"Y",713,1022200
"Y",868,1018082
"Y",542,1045355
"Y",442,1057228
"N",378,1051710
"Y",186,1097433
"Y",151,1048426
"N",486,1045998
"N",252,1091095
"N",556,1050498
"N",307,1083655
"Y",684,1019719
"N",23,1073031
"Y",515,1037470
"N",346,1087758
"N",178,1077140
"",139,1069181
"Y",227,1047711
"Y",594,1026841
"Y",443,1051298
"Y",185,1027932
"Y",364,1098559
"Y",229,1088691
"Y",212,1094131
"Y",309,1091459
"Y",695,1027527
"Y",365,1030918
"Y",58,1089212
"N",184,1095487
"Y",374,1081553
"N",803,1015348
"Y",392,1066263
"Y",699,1003986
"N",86,1085241
"Y",424,1070408
"Y",62,1053297
"Y",687,1028643
"N",145,1049728
"Y",549,1012240
"Y",7,1039936
"N",199,1094748
"Y",22,1001980
"N",256,1070203
"Y",63,1005345
"N",202,1091519
"Y",601,1026130
"N",61,1002340
"Y",500,1016661
"N",257,1079659
"Y",294,1085839
"Y",264,1070966
"Y",349,1072700
"N",65,1098674
"Y",224,1068774
"Y",1063,1004695
"Y",736,1031802
"Y",305,1084360
"Y",225,1096114
"N",405,1056026
"Y",140,1013929
"Y",824,1014216
"N",110,1082180
"Y",751,1028115
"N",601,1045560
"Y",199,1083798
"Y",590,1019492
"Y",639,1023102
"Y",13,1081846
"Y",739,1030811
"Y",206,1020669
"Y",516,1007528
"N",357,1053968
"Y",169,1010842
"Y",399,1065193
"Y",552,1034125
"Y",0,1098754
"Y",108,1006997
"Y",643,1028254
"Y",827,1011565
"Y",555,1033874
"Y",205,1081490
"Y",576,1029135
"Y",637,1023182
"Y",450,1043820
"N",365,1084643
"N",391,1052792
"Y",94,1014131
"N",260,1084272
"Y",1038,1004196
"N",572,1099029
"Y",626,1002925
"N",239,1095739
"Y",51,1086434
"N",37,1073499
"Y",473,1047695
"Y",422,1046709
"Y",171,1087224
"N",196,1078551
"Y",622,1002518
"Y",565,1032177
"Y",423,1000926
"Y",253,1070804
"Y",413,1054703
"N",130,1041402
"Y",139,1074681
"Y",718,1025318
"Y",255,1020821
"N",328,1054287
"Y",272,1068437
"Y",216,1078059
"Y",748,1019579
"Y",392,1066324
"Y",461,1011410
"Y",805,1018237
"Y",263,1085479
"N",713,1017074
"Y",169,1046892
"N",679,1024698
"Y",907,1015519
"Y",654,1021955
"Y",107,1028841
"N",430,1004417
"Y",825,1021801
"N",162,1061384
"Y",279,1093824
"Y",635,1030011
"Y",22,1001960
"Y",320,1060124
"Y",516,1037408
"N",516,1043331
"N",182,1073607
"Y",314,1061061
"N",256,1094955
"Y",427,1016580
"N",237,1092474
"Y",773,1013719
"Y",262,1084025
"Y",252,1095151
"Y",202,1082682
"N",271,1063670
"Y",108,1044720
"Y",281,1077572
"Y",173,1020836
"N",663,1033815
"Y",56,1022713
"Y",254,1058165
"Y",34,1067990
"Y",275,1036288
"N",515,1043466
"Y",463,1053821
"Y",479,1061727
"Y",18,1011208
"Y",584,1047370
"Y",481,1052231
"Y",374,1068897
"Y",969,1012668
"N",239,1050430
"N",231,1004395
"N",363,1063340
"Y",295,1092742
"Y",837,1013642
"N",287,1076036
"Y",183,1042308
"Y",268,1031983
"N",420,1061564
"N",254,1090898
"Y",266,1068852
"Y",272,1012371
"Y",183,1093181
"",683,1024399
"N",615,1033992
"Y",592,1012592
"N",298,1068008
"Y",28,1019679
"Y",193,1097112
"Y",404,1013056
"Y",326,1061498
"N",319,1070170
"Y",645,1027973
"Y",658,1034263
"Y",314,1081003
"Y",335,1057073
"N",184,1092999
"Y",187,1096061
"Y",275,1067528
"Y",567,1014587
"Y",347,1066176
"Y",713,1017085
"Y",229,1075166
"Y",257,1084756
"Y",310,1082383
"Y",321,1059918
"N",360,1070922
"",182,1095582
"N",458,1010542
"Y",543,1034927
"Y",123,1054248
"Y",777,1016908
"Y",616,1024534
"Y",490,1045988
"Y",556,1039236
"Y",599,1045711
"Y",699,1002691
"N",324,1078166
"Y",91,1087907
"N",519,1053740
"N",709,1022109
"Y",129,1001267
"Y",262,1094688
"N",579,1028554
"N",209,1079910
"N",717,1034445
"Y",644,1022677
"Y",709,1022424
"Y",278,1093881
"N",551,1044403
"Y",262,1069341
"Y",310,1071614
"Y",658,1039752
"Y",160,1005659
"Y",287,1033149
"Y",736,1031631
"Y",542,1016032
"N",384,1078325
"N",459,1065413
"N",275,1024336
"Y",307,1015370
"Y",486,1045655
"N",469,1063449
"N",38,1074666
"N",180,1069409
"Y",333,1011498
"Y",60,1080273
"Y",329,1077066
"Y",203,1082236
"Y",280,1077799
"Y",371,1048758
"N",664,1021225
"Y",215,1048803
"Y",339,1067189
"Y",391,1047877
"Y",572,1042306
"N",227,1088816
"N",212,1061493
"Y",408,1055528
"Y",379,1018716
"Y",362,1002116
"Y",244,1072164
"Y",229,1001185
"Y",385,1010581
"Y",578,1041012
"Y",512,1043725
"Y",188,1097357
"Y",470,1041627
"Y",314,1080896
"Y",44,1022924
"Y",48,1082145
"N",599,1045742
"N",293,1074776
"Y",1113,1098334
"Y",376,1061186
"N",486,1051658
"Y",544,1019826
"N",296,1073929
"Y",407,1016156
"Y",83,1010860
"Y",141,1039694
